"Plate File","Setup Time","Position","Plate Type","Field 1","Field 2","Field 3","Field 4","Hour","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","C01","C02","C03","C04","C05","C06","C07","C08","C09","C10","C11","C12","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12","E01","E02","E03","E04","E05","E06","E07","E08","E09","E10","E11","E12","F01","F02","F03","F04","F05","F06","F07","F08","F09","F10","F11","F12","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","H01","H02","H03","H04","H05","H06","H07","H08","H09","H10","H11","H12"
"F:\projects\DP_Clinical_strains\DP Clinical Isolates results-20220505T053100Z-001\ DP Clinical Isolates results\EC206 R2_E. coli_E. coli__3_37_SBR_709_3#4#2022_A_18B_27.OKA","3/4/2022 2:54:48 PM","18-B","PM03B","EC206 R2","E. coli","E. coli","",0.0000,"16.8317","11.1938","11.0000","15.9300","11.0000","11.0000","11.0000","11.0000","11.7463","11.0000","19.3154","17.2177","12.5727","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.2847","17.6139","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.2256","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","16.9165","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.0741","11.3979","11.0000","11.0000","11.0000","11.0000","54.1983","31.8006","11.0000","11.0000","11.0000","11.0000","11.0000","16.3369","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.3808","11.8408","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.4348"
"F:\projects\DP_Clinical_strains\DP Clinical Isolates results-20220505T053100Z-001\ DP Clinical Isolates results\EC206 R2_E. coli_E. coli__3_37_SBR_709_3#4#2022_A_18B_27.OKA","3/4/2022 2:54:48 PM","18-B","PM03B","EC206 R2","E. coli","E. coli","",0.2500,"25.5504","17.0760","13.6312","16.0893","12.9139","11.0000","11.0000","12.0588","13.8022","18.5551","20.8438","19.8842","19.8023","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.7164","16.0395","14.5445","21.1667","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.6071","21.5565","14.5954","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.9914","15.1072","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.2501","17.3514","15.5971","11.0000","11.0000","11.0000","11.0000","71.6022","39.5581","11.0000","11.0000","11.0000","11.0000","17.4591","18.0123","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.8014","11.0000","14.2795","17.5304","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","18.0581"
"F:\projects\DP_Clinical_strains\DP Clinical Isolates results-20220505T053100Z-001\ DP Clinical Isolates results\EC206 R2_E. coli_E. coli__3_37_SBR_709_3#4#2022_A_18B_27.OKA","3/4/2022 2:54:48 PM","18-B","PM03B","EC206 R2","E. coli","E. coli","",0.5000,"22.1510","19.3333","16.9341","14.1397","14.2986","11.0000","13.8837","16.1837","15.9602","14.3693","18.8564","21.5622","16.9197","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.2817","12.1206","17.5558","24.0692","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.3421","17.5303","11.6213","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","15.7428","14.9463","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.1872","18.2824","15.4040","11.0000","11.0000","11.0000","11.0000","71.8805","39.8651","11.0000","11.0000","11.0000","11.0000","16.1770","17.9068","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.8187","17.0688","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.8718","17.2438"
"F:\projects\DP_Clinical_strains\DP Clinical Isolates results-20220505T053100Z-001\ DP Clinical Isolates results\EC206 R2_E. coli_E. coli__3_37_SBR_709_3#4#2022_A_18B_27.OKA","3/4/2022 2:54:48 PM","18-B","PM03B","EC206 R2","E. coli","E. coli","",0.7500,"23.9894","19.8965","15.4337","13.9602","14.5460","15.8883","11.5289","17.0419","13.9161","12.9873","16.8588","25.6457","18.8836","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.6785","11.0000","11.6876","17.5499","21.0894","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.3342","11.0000","14.0403","12.6492","14.3046","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","18.1305","15.8923","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","17.9359","13.6635","11.0000","11.0000","11.0000","11.0000","71.5704","40.2548","11.0000","11.0000","11.0000","11.0000","22.8932","18.8652","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.4659","12.2800","14.2461","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.7149","20.9006"
"F:\projects\DP_Clinical_strains\DP Clinical Isolates results-20220505T053100Z-001\ DP Clinical Isolates results\EC206 R2_E. coli_E. coli__3_37_SBR_709_3#4#2022_A_18B_27.OKA","3/4/2022 2:54:48 PM","18-B","PM03B","EC206 R2","E. coli","E. coli","",1.0000,"23.6671","18.8913","16.2541","15.2892","11.5008","11.0000","13.4322","11.6603","14.6432","16.7236","20.0230","24.1769","20.8251","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.3442","11.0000","16.5133","12.4846","17.6584","19.3290","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.3896","15.0097","14.5967","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","19.0867","18.6836","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","15.8716","12.8785","11.0000","11.0000","11.0000","11.0000","75.2505","40.5361","11.0000","11.0000","11.0000","11.2817","18.7976","16.4587","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.5399","20.0730","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.4048","19.3514"
"F:\projects\DP_Clinical_strains\DP Clinical Isolates results-20220505T053100Z-001\ DP Clinical Isolates results\EC206 R2_E. coli_E. coli__3_37_SBR_709_3#4#2022_A_18B_27.OKA","3/4/2022 2:54:48 PM","18-B","PM03B","EC206 R2","E. coli","E. coli","",1.2500,"18.0357","15.0159","14.5355","16.7537","12.1233","11.2238","14.5593","14.9649","13.8814","12.4345","17.2472","23.4837","18.7817","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.6529","11.5964","18.6112","15.7881","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.0482","11.0000","11.0000","11.0000","12.2005","15.3320","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","16.9925","12.7354","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.5140","19.0299","14.2584","11.0000","14.1901","11.0000","11.0000","72.6526","36.0774","11.0000","11.0000","11.0000","11.9996","18.8709","20.5191","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.5499","25.4583","13.3143","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","17.7860"
"F:\projects\DP_Clinical_strains\DP Clinical Isolates results-20220505T053100Z-001\ DP Clinical Isolates results\EC206 R2_E. coli_E. coli__3_37_SBR_709_3#4#2022_A_18B_27.OKA","3/4/2022 2:54:48 PM","18-B","PM03B","EC206 R2","E. coli","E. coli","",1.5000,"22.3412","20.5354","17.4070","15.8380","17.7042","12.7348","19.4327","15.6648","17.2366","18.6706","19.1865","24.2243","21.2706","14.0179","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","16.9452","11.4761","21.0732","18.0802","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","20.6222","11.0000","11.0000","14.8902","18.9905","16.7661","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0948","20.5373","17.3315","11.0000","11.0000","11.0000","11.0000","12.7379","11.0000","14.6881","11.0000","11.0000","19.8022","23.3834","18.8049","11.0000","21.7607","11.0000","11.0000","79.7412","41.4690","11.0000","11.0000","11.0000","15.4902","24.1736","16.8373","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.3766","14.9973","36.2237","19.4120","11.2870","15.7816","11.0000","11.0000","11.0000","13.5032","11.0000","11.0000","11.9741","23.2900"
"F:\projects\DP_Clinical_strains\DP Clinical Isolates results-20220505T053100Z-001\ DP Clinical Isolates results\EC206 R2_E. coli_E. coli__3_37_SBR_709_3#4#2022_A_18B_27.OKA","3/4/2022 2:54:48 PM","18-B","PM03B","EC206 R2","E. coli","E. coli","",1.7500,"27.1058","21.1752","13.0642","19.1159","17.3410","12.4698","18.2034","18.0098","14.0820","18.2769","23.8253","25.5339","20.3382","13.3633","12.2869","11.0000","11.5581","13.3720","11.0000","13.0332","11.1872","25.3141","13.5400","17.3725","23.5954","11.1959","11.7353","11.0000","11.0000","11.0000","11.0000","27.8262","11.0000","12.5972","13.4921","16.2861","20.2838","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.8307","17.6279","20.1652","11.0000","11.0000","11.0000","11.0000","17.3726","11.0000","14.1124","11.0000","15.1673","20.9410","25.4708","19.6747","11.0316","27.0319","13.4561","11.0000","83.4919","37.8465","11.0000","11.0000","11.0000","11.0315","27.6373","17.7102","11.8383","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.1437","14.0969","18.7591","39.1076","27.5205","15.7514","13.9834","11.0000","11.0000","11.3191","16.6485","14.3070","11.0000","15.7946","26.6853"
"F:\projects\DP_Clinical_strains\DP Clinical Isolates results-20220505T053100Z-001\ DP Clinical Isolates results\EC206 R2_E. coli_E. coli__3_37_SBR_709_3#4#2022_A_18B_27.OKA","3/4/2022 2:54:48 PM","18-B","PM03B","EC206 R2","E. coli","E. coli","",2.0000,"24.5469","19.9314","16.0374","17.1887","13.0336","12.1174","26.5407","16.2091","19.9165","18.4349","18.7647","23.1243","25.0758","14.7497","12.5519","11.0000","12.6826","11.0000","11.0000","11.0000","12.3437","24.9967","13.2055","17.6033","21.6361","11.0000","13.4957","11.0000","11.0000","11.0000","11.0000","32.1383","11.0000","11.0000","13.4765","17.3494","15.7904","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.3033","17.6057","14.7495","11.0000","11.0000","11.0000","11.0000","25.8780","11.0000","14.7710","11.0000","17.1822","19.7085","21.9727","15.4110","11.0000","34.0134","14.9908","11.0000","82.7602","32.6784","11.0000","11.0000","11.0000","13.2903","26.3530","21.7540","15.9951","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.1204","11.0000","17.1398","43.2675","33.2180","15.9008","19.6671","11.0000","11.0000","13.5009","22.9041","15.6388","11.0000","16.4182","29.4131"
"F:\projects\DP_Clinical_strains\DP Clinical Isolates results-20220505T053100Z-001\ DP Clinical Isolates results\EC206 R2_E. coli_E. coli__3_37_SBR_709_3#4#2022_A_18B_27.OKA","3/4/2022 2:54:48 PM","18-B","PM03B","EC206 R2","E. coli","E. coli","",2.2500,"22.9019","19.5705","14.5872","15.1129","16.1662","11.0000","31.7371","15.0699","16.4556","14.7323","20.9404","23.8666","22.4122","11.7587","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","26.9328","15.2389","15.9135","20.6922","11.0000","15.4774","11.0000","11.0000","11.0000","11.0000","43.8782","11.0000","11.0000","11.6227","16.0730","17.1358","17.8070","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.8075","19.9679","18.8445","11.0000","11.0000","11.0000","11.0000","30.4974","11.0000","19.1803","11.0000","15.4173","21.1153","26.8021","17.8489","11.0000","37.5409","16.4431","11.0000","84.3195","29.9511","11.0000","11.0000","11.0000","15.1949","30.9566","20.7443","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","15.0049","11.0000","12.8779","47.7908","38.1707","16.4783","19.5731","11.0000","11.0000","15.5654","26.2401","20.6804","11.0000","11.0000","26.2125"
